Local,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface of plot of land,Numbers of facades,Swimming pool,State of building
Antwerp,Mansion,None,"€1,090,000",None,3,236m²squaremeters,Yes,Yes,No,Yes,No,236m²squaremeters,None,2,No,Good
NeufchÃteau,Mixed-use,None,"€1,150,000",None,4,506m²squaremeters,Yes,Yes,No,No,No,506m²squaremeters,1071m²squaremeters,4,Yes,Asnew
Brugge,Villa,None,"€1,185,000",None,4,350m²squaremeters,No,Yes,No,Yes,No,350m²squaremeters,825m²squaremeters,None,Yes,Asnew
|,House,None,"€1,200,000",None,6,256m²squaremeters,No,No,No,No,No,256m²squaremeters,530m²squaremeters,3,No,Good
Antwerp,Mansion,None,"€1,390,000",None,4,375m²squaremeters,Yes,Yes,No,Yes,No,375m²squaremeters,156m²squaremeters,2,Yes,Good
Roeselare,Villa,None,"€1,550,000",None,4,None,Yes,No,No,Yes,No,None,4047m²squaremeters,None,Yes,Tobedoneup
|,Villa,None,"€1,595,000",None,5,505m²squaremeters,Yes,Yes,No,No,No,505m²squaremeters,2053m²squaremeters,4,No,Justrenovated
|,Villa,None,"€1,595,000",None,6,650m²squaremeters,Yes,No,No,Yes,No,650m²squaremeters,2000m²squaremeters,4,No,Asnew
Gent,Mansion,None,"€1,650,000",None,5,527m²squaremeters,Yes,No,No,Yes,No,527m²squaremeters,263m²squaremeters,None,No,None
|,House,None,"€1,750,000",None,14,850m²squaremeters,No,Yes,No,Yes,No,850m²squaremeters,25000m²squaremeters,4,Yes,Good
|,House,None,"€1,850,000",None,7,1193m²squaremeters,No,Yes,No,Yes,No,1193m²squaremeters,3565m²squaremeters,4,Yes,Torestore
Brasschaat,Villa,None,"€2,100,000",None,5,750m²squaremeters,Yes,Yes,No,Yes,Yes,750m²squaremeters,3700m²squaremeters,4,Yes,Asnew
Saint-Gilles,Mixed-use,None,"€2,500,000",None,4,325m²squaremeters,Yes,No,No,No,No,325m²squaremeters,None,2,No,Asnew
|,Villa,None,"€3,650,000",None,5,528m²squaremeters,Yes,Yes,No,Yes,No,528m²squaremeters,727m²squaremeters,4,Yes,Asnew
Gilly,House,None,"€115,000",None,3,None,No,Yes,No,No,No,None,None,2,No,Asnew
|,House,None,"€315,000",None,3,90m²squaremeters,Yes,Yes,No,No,No,90m²squaremeters,None,2,No,Good
Sint-Amands,House,None,"€625,000",None,5,None,No,Yes,No,No,No,None,867m²squaremeters,None,No,None
Knokke-Heist,House,None,"€1,165,000",None,4,None,Yes,Yes,No,Yes,Yes,None,None,None,No,Asnew
Burg-Reuland,House,None,"€102,500",None,5,175m²squaremeters,No,No,No,No,No,175m²squaremeters,375m²squaremeters,3,No,Torenovate
Chênée,Mixed-use,None,"€145,000",None,1,105m²squaremeters,Yes,Yes,No,Yes,No,105m²squaremeters,None,2,No,Good
Deurne,House,None,"€199,000",None,2,96m²squaremeters,Yes,No,No,Yes,No,96m²squaremeters,143m²squaremeters,2,No,None
Sint-Andries,House,None,"€299,000",None,2,168m²squaremeters,No,No,No,No,No,168m²squaremeters,374m²squaremeters,None,No,None
Gent,House,None,"€429,000",None,5,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,135m²squaremeters,2,No,Asnew
Waimes,Villa,None,"€450,000",None,7,None,No,No,No,No,No,None,1801m²squaremeters,4,No,Asnew
|,House,None,"€520,000",None,5,190m²squaremeters,Yes,Yes,No,No,No,190m²squaremeters,1012m²squaremeters,3,Yes,Tobedoneup
|,House,None,"€520,000",None,5,190m²squaremeters,Yes,Yes,No,No,No,190m²squaremeters,1012m²squaremeters,3,Yes,Tobedoneup
|,House,None,"€465,000",None,4,165m²squaremeters,Yes,Yes,No,No,No,165m²squaremeters,477m²squaremeters,3,No,Good
Izegem,House,None,"€119,500",None,2,152m²squaremeters,Yes,Yes,No,No,Yes,152m²squaremeters,90m²squaremeters,None,No,Torenovate
Izegem,House,None,"€160,000",None,2,125m²squaremeters,Yes,No,No,No,Yes,125m²squaremeters,113m²squaremeters,None,No,Tobedoneup
Bredene,House,None,"€218,300",None,2,76m²squaremeters,Yes,Yes,No,No,No,76m²squaremeters,74m²squaremeters,None,No,None
Ichtegem,House,None,"€291,000",None,3,144m²squaremeters,Yes,Yes,No,No,No,144m²squaremeters,290m²squaremeters,3,No,Good
Frasnes-lez-Anvaing,House,None,"€332,000",None,3,None,Yes,Yes,No,No,No,None,1505m²squaremeters,4,No,None
Eksaarde,House,None,"€359,000",None,2,226m²squaremeters,No,No,No,No,No,226m²squaremeters,200m²squaremeters,3,No,Justrenovated
Lichtervelde,House,None,"€361,000",None,4,177m²squaremeters,Yes,Yes,No,No,Yes,177m²squaremeters,361m²squaremeters,3,No,Asnew
Flobecq,House,None,"€368,000",None,3,None,No,No,No,No,Yes,None,840m²squaremeters,3,No,Asnew
Opwijk,House,None,"€392,110",None,2,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,117m²squaremeters,2,No,None
Mol,House,None,"€476,811",None,5,203m²squaremeters,Yes,No,No,Yes,No,203m²squaremeters,474m²squaremeters,3,No,Asnew
Mol,House,None,"€490,811",None,5,205m²squaremeters,Yes,No,No,Yes,No,205m²squaremeters,675m²squaremeters,3,No,Asnew
|,House,None,"€542,000",None,3,220m²squaremeters,Yes,Yes,No,No,Yes,220m²squaremeters,492m²squaremeters,3,No,Asnew
Ramskapelle,House,None,"€605,000",None,4,261m²squaremeters,Yes,Yes,No,No,No,261m²squaremeters,287m²squaremeters,2,No,Asnew
Maldegem,Villa,None,"€745,000",None,4,None,Yes,No,No,Yes,No,None,2791m²squaremeters,4,No,Asnew
|,Villa,None,"€895,000",None,4,310m²squaremeters,Yes,Yes,No,Yes,No,310m²squaremeters,1853m²squaremeters,4,Yes,Asnew
Knokke-Heist,House,None,"€945,000",None,3,None,No,Yes,No,Yes,No,None,170m²squaremeters,2,No,Asnew
Herk-de-Stad,House,None,Reserve,None,3,244m²squaremeters,Yes,No,No,Yes,No,244m²squaremeters,18m²squaremeters,4,No,None
|,House,None,"€235,000",None,3,180m²squaremeters,No,Yes,No,Yes,No,180m²squaremeters,None,None,No,Justrenovated
|,House,None,"€250,000",None,4,129m²squaremeters,Yes,Yes,No,No,No,129m²squaremeters,425m²squaremeters,2,No,Good
Liege,House,None,"€259,000",None,3,170m²squaremeters,No,Yes,No,No,No,170m²squaremeters,153m²squaremeters,3,No,Tobedoneup
Breendonk,House,None,"€350,000",None,4,245m²squaremeters,Yes,Yes,No,No,Yes,245m²squaremeters,316m²squaremeters,None,No,None
|,House,None,"€449,000",None,3,148m²squaremeters,Yes,Yes,No,Yes,No,148m²squaremeters,None,2,No,Good
|,House,None,"€212,000",None,4,None,No,Yes,No,No,No,None,464m²squaremeters,3,No,None
Bastogne,House,None,Make,None,3,None,Yes,No,No,Yes,No,None,174m²squaremeters,None,No,Tobedoneup
|,House,None,"€279,000",None,3,146m²squaremeters,No,Yes,No,No,No,146m²squaremeters,511m²squaremeters,4,No,Tobedoneup
|,House,None,"€350,000",None,3,1956m²squaremeters,Yes,Yes,No,No,No,1956m²squaremeters,1956m²squaremeters,4,Yes,None
Westerlo,House,None,Reserve,None,4,114m²squaremeters,Yes,No,No,No,No,114m²squaremeters,253m²squaremeters,None,No,None
Westerlo,House,None,Reserve,None,4,114m²squaremeters,Yes,No,No,No,No,114m²squaremeters,255m²squaremeters,None,No,None
Ravels,House,None,Reserve,None,3,127m²squaremeters,No,No,No,No,No,127m²squaremeters,754m²squaremeters,None,No,None
Houthulst,House,None,"€149,900",None,3,None,No,Yes,No,No,Yes,None,461m²squaremeters,4,No,None
Deurne,House,None,Reserve,None,3,157m²squaremeters,No,No,No,No,No,157m²squaremeters,198m²squaremeters,None,No,None
Assebroek,House,None,"€315,000",None,2,169m²squaremeters,No,No,No,Yes,No,169m²squaremeters,131m²squaremeters,None,No,None
Diest,House,None,"€389,000",None,4,120m²squaremeters,Yes,No,No,No,No,120m²squaremeters,375m²squaremeters,3,No,Good
|,Apartment,None,"€495,000",None,3,None,Yes,No,No,No,No,None,196m²squaremeters,2,No,Torenovate
Charleroi,House,None,Make,None,3,None,Yes,Yes,No,No,No,None,60m²squaremeters,2,No,Good
Turnhout,House,None,Reserve,None,3,138m²squaremeters,Yes,No,No,Yes,No,138m²squaremeters,190m²squaremeters,2,No,None
Lembeek,Mixed-use,None,"€285,000",None,3,140m²squaremeters,No,Yes,No,No,No,140m²squaremeters,None,None,No,None
|,House,None,"€319,000",None,3,130m²squaremeters,No,Yes,No,No,Yes,130m²squaremeters,80m²squaremeters,2,No,Asnew
Kruisem,House,None,"€365,000",None,2,205m²squaremeters,No,No,No,No,Yes,205m²squaremeters,1230m²squaremeters,3,No,Asnew
|,Villa,None,"€1,095,000",None,4,400m²squaremeters,Yes,Yes,No,No,No,400m²squaremeters,1841m²squaremeters,4,No,Asnew
HAM-SUR-SAMBRE,House,None,"€160,000",None,4,140m²squaremeters,No,Yes,No,No,No,140m²squaremeters,None,3,No,None
Antwerp,Other,None,"€165,000",None,1,45m²squaremeters,No,No,No,No,No,45m²squaremeters,None,2,No,Asnew
Veurne,House,None,"€199,000",None,4,200m²squaremeters,No,Yes,No,No,No,200m²squaremeters,100m²squaremeters,3,No,None
Harelbeke,House,None,"€280,000",None,3,144m²squaremeters,Yes,No,No,Yes,Yes,144m²squaremeters,441m²squaremeters,None,No,Justrenovated
|,House,None,"€310,000",None,2,91m²squaremeters,Yes,Yes,No,No,Yes,91m²squaremeters,115m²squaremeters,2,No,Good
|,House,None,"€435,000",None,3,177m²squaremeters,Yes,Yes,No,No,Yes,177m²squaremeters,545m²squaremeters,4,No,Justrenovated
|,House,None,Make,None,4,165m²squaremeters,Yes,Yes,No,No,No,165m²squaremeters,265m²squaremeters,2,No,Good
Felenne,House,None,Reserve,None,4,150m²squaremeters,No,No,No,No,No,150m²squaremeters,118m²squaremeters,2,No,Torenovate
Ressaix,House,None,Reserve,None,4,None,Yes,No,No,No,No,None,266m²squaremeters,2,No,Good
Geraardsbergen,House,None,"€179,000",None,5,350m²squaremeters,No,Yes,No,No,No,350m²squaremeters,180m²squaremeters,2,No,Good
Wevelgem,House,None,"€235,000",None,4,None,No,Yes,No,No,No,None,226m²squaremeters,2,No,Good
Evergem,House,None,"€429,000",None,3,187m²squaremeters,Yes,Yes,No,No,No,187m²squaremeters,328m²squaremeters,4,No,None
Lokeren,House,None,"€450,000",None,6,300m²squaremeters,Yes,Yes,No,No,Yes,300m²squaremeters,250m²squaremeters,3,No,Tobedoneup
Buggenhout,Villa,None,"€1,275,000",None,5,510m²squaremeters,No,No,No,Yes,Yes,510m²squaremeters,14956m²squaremeters,None,Yes,None
Leuze-En-Hainaut,House,None,Reserve,None,2,None,No,No,No,No,No,None,110m²squaremeters,2,No,Torenovate
Wuustwezel,House,None,Reserve,None,2,121m²squaremeters,Yes,No,No,No,No,121m²squaremeters,451m²squaremeters,None,No,None
Antwerp,House,None,"€355,000",None,3,None,Yes,Yes,No,Yes,No,None,None,2,Yes,Justrenovated
Niel,House,None,"€379,000",None,2,160m²squaremeters,Yes,No,No,No,No,160m²squaremeters,None,2,No,None
Dworp,House,None,Reserve,None,2,None,No,No,No,Yes,Yes,None,2113m²squaremeters,4,No,Torenovate
Mechelen,House,None,"€337,000",None,2,None,No,No,No,No,No,None,None,None,No,Asnew
|,Villa,None,"€1,495,000",None,7,900m²squaremeters,Yes,Yes,No,No,No,900m²squaremeters,9100m²squaremeters,None,Yes,Torenovate
Gent,House,None,Reserve,None,2,115m²squaremeters,Yes,No,No,No,No,115m²squaremeters,134m²squaremeters,2,No,None
Oostende,House,None,"€199,000",None,2,157m²squaremeters,No,Yes,No,Yes,No,157m²squaremeters,85m²squaremeters,None,No,Good
Melsele,House,None,Reserve,None,3,None,Yes,No,No,No,No,None,367m²squaremeters,3,No,None
|,House,None,"€585,000",None,3,240m²squaremeters,Yes,Yes,No,No,No,240m²squaremeters,405m²squaremeters,3,Yes,None
Londerzeel,House,None,No,None,6,None,Yes,No,No,No,No,None,None,4,No,Torenovate
Seraing,House,None,Make,None,1,81m²squaremeters,No,No,No,No,No,81m²squaremeters,33m²squaremeters,2,No,Torenovate
Vielsalm,House,None,Reserve,None,6,222m²squaremeters,No,No,No,No,Yes,222m²squaremeters,1412m²squaremeters,4,No,Torenovate
Courcelles,House,None,Reserve,None,3,None,No,No,No,No,No,None,370m²squaremeters,2,No,Torenovate
Liège,House,None,Reserve,None,4,141m²squaremeters,Yes,No,No,No,No,141m²squaremeters,None,2,No,Good
Frameries,House,None,Reserve,None,3,144m²squaremeters,No,No,No,No,No,144m²squaremeters,145m²squaremeters,3,No,Torenovate
|,House,None,Make,None,2,105m²squaremeters,No,Yes,No,No,No,105m²squaremeters,592m²squaremeters,2,No,None
Dessel,House,None,Reserve,None,2,131m²squaremeters,No,No,No,No,No,131m²squaremeters,525m²squaremeters,4,No,Torenovate
Geraardsbergen,House,None,"€79,000",None,1,61m²squaremeters,No,Yes,No,No,No,61m²squaremeters,74m²squaremeters,2,No,Torenovate
Peruwelz,House,None,"€80,000",None,2,80m²squaremeters,No,Yes,No,No,No,80m²squaremeters,310m²squaremeters,2,No,Torenovate
|,House,None,"€85,000",None,2,128m²squaremeters,Yes,Yes,No,No,No,128m²squaremeters,295m²squaremeters,2,No,None
Trooz,House,None,"€87,000",None,3,105m²squaremeters,No,Yes,No,Yes,No,105m²squaremeters,1817m²squaremeters,3,No,Good
Engis,House,None,Reserve,None,2,None,Yes,No,No,No,No,None,1761m²squaremeters,4,No,Torenovate
Brugge,House,None,Reserve,None,3,86m²squaremeters,No,No,No,Yes,No,86m²squaremeters,150m²squaremeters,2,No,Torenovate
Seraing,House,None,"€99,000",None,2,None,Yes,Yes,No,No,No,None,100m²squaremeters,2,No,Tobedoneup
Grivegnée,House,None,Reserve,None,2,104m²squaremeters,No,No,No,No,No,104m²squaremeters,175m²squaremeters,3,No,Tobedoneup
|,House,None,"€100,000",None,4,348m²squaremeters,Yes,Yes,No,Yes,No,348m²squaremeters,3000m²squaremeters,4,No,None
Hastiere,Mixed-use,None,Make,None,2,None,Yes,Yes,No,No,No,None,394m²squaremeters,2,No,Good
Louvière,House,None,"€119,000",None,2,80m²squaremeters,Yes,Yes,No,No,No,80m²squaremeters,500m²squaremeters,3,No,None
Gilly,House,None,"€120,000",None,2,107m²squaremeters,Yes,Yes,No,Yes,No,107m²squaremeters,182m²squaremeters,None,No,None
Erpe-Mere,House,None,"€124,900",None,2,105m²squaremeters,No,No,No,Yes,No,105m²squaremeters,428m²squaremeters,3,No,Torenovate
Heverlee,House,None,Reserve,None,2,None,Yes,No,No,No,Yes,None,265m²squaremeters,3,No,Torenovate
Courcelles,House,None,"€126,000",None,2,103m²squaremeters,No,No,No,No,No,103m²squaremeters,160m²squaremeters,2,No,Torenovate
Wijnegem,House,None,Reserve,None,3,128m²squaremeters,No,No,No,No,No,128m²squaremeters,250m²squaremeters,2,No,Torenovate
Liège,House,None,"€130,000",None,3,None,Yes,Yes,No,No,No,None,150m²squaremeters,2,Yes,Good
|,House,None,"€130,000",None,2,138m²squaremeters,Yes,Yes,No,No,No,138m²squaremeters,110m²squaremeters,3,No,None
Ransart,House,None,Reserve,None,5,None,No,No,No,No,No,None,407m²squaremeters,4,No,Good
BARVAUX,House,None,"€142,885",None,2,None,No,Yes,No,No,No,None,None,None,No,None
Dinant,House,None,Make,None,2,123m²squaremeters,Yes,Yes,No,No,No,123m²squaremeters,None,2,No,Good
(Trazegnies),House,None,Make,None,2,135m²squaremeters,Yes,Yes,No,Yes,No,135m²squaremeters,247m²squaremeters,3,No,Tobedoneup
Trazegnies,House,None,Make,None,2,135m²squaremeters,Yes,Yes,No,Yes,No,135m²squaremeters,247m²squaremeters,3,No,Tobedoneup
Quaregnon,House,None,Make,None,3,164m²squaremeters,No,Yes,No,No,No,164m²squaremeters,580m²squaremeters,3,Yes,Good
Rocourt,House,None,Reserve,None,4,154m²squaremeters,No,No,No,No,No,154m²squaremeters,425m²squaremeters,3,No,None
Hannut,House,None,Make,None,3,100m²squaremeters,No,Yes,No,No,No,100m²squaremeters,200m²squaremeters,3,No,Torenovate
Gilly,House,None,"€150,000",None,2,107m²squaremeters,Yes,Yes,No,Yes,No,107m²squaremeters,375m²squaremeters,None,No,None
Izegem,House,None,Reserve,None,4,None,Yes,No,No,No,No,None,443m²squaremeters,3,No,Tobedoneup
2,Apartment,None,"€159,000",None,9,350m²squaremeters,No,No,No,No,No,350m²squaremeters,107m²squaremeters,2,No,Torestore
Wijgmaal,Bungalow,None,Reserve,None,3,None,Yes,No,No,No,No,None,368m²squaremeters,3,No,None
Bastogne,House,None,Reserve,None,2,None,No,No,No,No,No,None,445m²squaremeters,3,No,Tobedoneup
Charleroi,House,None,"€164,000",None,4,159m²squaremeters,Yes,Yes,No,No,No,159m²squaremeters,120m²squaremeters,2,Yes,None
Lier,House,None,Reserve,None,4,None,No,No,No,No,No,None,270m²squaremeters,2,No,Torenovate
|,House,None,"€165,000",None,5,206m²squaremeters,Yes,Yes,No,No,No,206m²squaremeters,540m²squaremeters,4,No,None
Houdeng-Aimeries,House,None,Make,None,3,160m²squaremeters,Yes,Yes,No,Yes,No,160m²squaremeters,None,3,No,Good
Deerlijk,House,None,"€165,000",None,3,179m²squaremeters,No,No,No,No,No,179m²squaremeters,385m²squaremeters,None,No,Torenovate
Panne,House,None,"€169,000",None,2,120m²squaremeters,No,Yes,No,No,No,120m²squaremeters,166m²squaremeters,2,No,Torenovate
Ronse,House,None,"€169,000",None,4,180m²squaremeters,No,Yes,No,No,No,180m²squaremeters,63m²squaremeters,2,No,Good
|,Chalet,None,Make,None,3,98m²squaremeters,Yes,Yes,No,No,No,98m²squaremeters,705m²squaremeters,4,No,Asnew
Liege,House,None,"€179,000",None,3,186m²squaremeters,No,Yes,No,No,No,186m²squaremeters,199m²squaremeters,2,No,Torenovate
Bastogne,Mixed-use,None,"€180,000",None,None,300m²squaremeters,No,Yes,No,No,No,300m²squaremeters,182m²squaremeters,2,Yes,Torenovate
|,House,None,"€185,000",None,2,535m²squaremeters,Yes,Yes,No,No,No,535m²squaremeters,350m²squaremeters,3,No,Torestore
Morlanwelz,House,None,Make,None,3,200m²squaremeters,Yes,Yes,No,Yes,No,200m²squaremeters,None,3,Yes,Good
|,House,None,"€185,000",None,3,128m²squaremeters,Yes,Yes,No,No,No,128m²squaremeters,None,2,No,Justrenovated
Melsele,House,None,Reserve,None,3,None,No,No,No,No,No,None,813m²squaremeters,3,No,Tobedoneup
ETIENNE,Farmhouse,None,"€195,000",None,5,None,No,No,No,No,No,None,1119m²squaremeters,None,No,None
Strépy-Bracquegnies,Mixed-use,None,Make,None,2,103m²squaremeters,Yes,Yes,No,No,No,103m²squaremeters,230m²squaremeters,2,No,Torenovate
|,House,None,"€195,000",None,2,124m²squaremeters,Yes,Yes,No,No,No,124m²squaremeters,245m²squaremeters,2,Yes,Asnew
Oudsbergen,House,None,"€199,000",None,3,220m²squaremeters,No,Yes,No,Yes,No,220m²squaremeters,569m²squaremeters,4,No,None
TAMINES,House,None,"€199,000",None,2,132m²squaremeters,No,Yes,No,No,No,132m²squaremeters,None,None,No,None
Oudenaarde,House,None,"€199,000",None,3,127m²squaremeters,No,Yes,No,No,Yes,127m²squaremeters,94m²squaremeters,2,No,Asnew
|,Apartment,None,"€210,000",None,4,138m²squaremeters,No,Yes,No,No,No,138m²squaremeters,None,None,Yes,Tobedoneup
Moorslede,House,None,"€215,000",None,3,None,No,Yes,No,No,No,None,209m²squaremeters,2,No,Good
Gent,House,None,"€215,000",None,4,128m²squaremeters,No,No,No,No,No,128m²squaremeters,53m²squaremeters,None,No,Torenovate
Lede,House,None,"€218,000",None,3,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,98m²squaremeters,2,No,None
Grivegnée,Mixed-use,None,"€219,000",None,2,None,No,No,No,No,No,None,150m²squaremeters,2,No,Good
SAINT-LàGER,House,None,Make,None,3,130m²squaremeters,No,Yes,No,No,No,130m²squaremeters,285m²squaremeters,4,No,None
Ronse,House,None,"€225,000",None,4,180m²squaremeters,No,Yes,No,No,Yes,180m²squaremeters,None,2,No,Asnew
Forchies-la-Marche,House,None,Make,None,3,159m²squaremeters,Yes,Yes,No,Yes,No,159m²squaremeters,570m²squaremeters,3,Yes,Asnew
|,House,None,"€229,500",None,4,185m²squaremeters,Yes,Yes,No,Yes,Yes,185m²squaremeters,398m²squaremeters,3,No,Good
Wakken,House,None,"€229,900",None,3,125m²squaremeters,No,No,No,No,No,125m²squaremeters,251m²squaremeters,None,No,Asnew
Fouron-le-Comte,House,None,"€230,000",None,3,None,No,No,No,No,No,None,760m²squaremeters,4,No,Torestore
|,House,None,"€230,000",None,3,247m²squaremeters,Yes,Yes,No,No,No,247m²squaremeters,400m²squaremeters,3,No,Torestore
Lessines,House,None,"€230,000",None,3,229m²squaremeters,No,Yes,No,Yes,Yes,229m²squaremeters,None,2,No,None
Desselgem,House,None,"€230,000",None,4,155m²squaremeters,No,No,No,No,Yes,155m²squaremeters,261m²squaremeters,None,No,Tobedoneup
Oostduinkerke,Chalet,None,"€234,900",None,2,61m²squaremeters,Yes,No,No,No,No,61m²squaremeters,236m²squaremeters,4,No,Asnew
Ardooie,House,None,"€235,000",None,4,None,Yes,Yes,No,No,No,None,790m²squaremeters,3,No,Torenovate
|,House,None,"€240,000",None,4,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,1375m²squaremeters,4,No,Torenovate
|,House,None,"€249,000",None,3,130m²squaremeters,No,Yes,No,No,Yes,130m²squaremeters,275m²squaremeters,None,No,Justrenovated
Wichelen,House,None,"€249,000",None,2,150m²squaremeters,Yes,Yes,No,Yes,No,150m²squaremeters,None,2,No,None
|,House,None,Make,None,5,248m²squaremeters,Yes,No,No,Yes,No,248m²squaremeters,230m²squaremeters,3,No,Asnew
|,Apartment,None,"€250,000",None,None,None,Yes,Yes,No,Yes,No,None,102m²squaremeters,2,No,Good
Houdeng-Goegnies,House,None,Make,None,3,217m²squaremeters,Yes,Yes,No,Yes,No,217m²squaremeters,240m²squaremeters,2,No,Asnew
|,Mixed-use,None,"€260,000",None,4,174m²squaremeters,No,Yes,No,No,No,174m²squaremeters,1308m²squaremeters,4,No,Torenovate
Manage,Apartment,None,Make,None,4,170m²squaremeters,No,Yes,No,Yes,No,170m²squaremeters,684m²squaremeters,4,No,Justrenovated
|,House,None,"€265,000",None,2,112m²squaremeters,Yes,Yes,No,No,Yes,112m²squaremeters,1008m²squaremeters,None,No,Good
|,House,None,"€268,000",None,4,189m²squaremeters,Yes,Yes,No,No,No,189m²squaremeters,290m²squaremeters,2,Yes,Good
Neu-Moresnet,Mixed-use,None,"€270,000",None,4,None,No,No,No,No,No,None,197m²squaremeters,2,No,Good
Leuven,House,None,Reserve,None,2,55m²squaremeters,Yes,No,No,Yes,No,55m²squaremeters,47m²squaremeters,2,No,None
Landen,House,None,"€275,000",None,7,173m²squaremeters,No,Yes,No,No,No,173m²squaremeters,312m²squaremeters,3,No,Tobedoneup
Raeren,Apartment,None,"€275,000",None,6,220m²squaremeters,No,No,No,No,No,220m²squaremeters,932m²squaremeters,2,No,Good
Quaregnon,Mixed-use,None,Make,None,2,130m²squaremeters,No,No,No,Yes,No,130m²squaremeters,438m²squaremeters,2,No,Good
Menen,House,None,"€275,000",None,3,None,Yes,Yes,No,Yes,No,None,None,None,No,Good
Duffel,House,None,"€283,000",None,2,None,No,No,No,No,Yes,None,166m²squaremeters,None,No,Justrenovated
Tielt,House,None,"€289,000",None,3,175m²squaremeters,No,Yes,No,No,No,175m²squaremeters,110m²squaremeters,2,No,Good
Sint-Pieters-Leeuw,Mixed-use,None,"€290,000",None,3,102m²squaremeters,No,Yes,No,No,No,102m²squaremeters,None,None,No,None
|,House,None,"€295,000",None,3,None,Yes,Yes,No,No,No,None,None,4,No,Torestore
Gent,House,None,"€295,000",None,4,159m²squaremeters,Yes,Yes,No,No,No,159m²squaremeters,59m²squaremeters,2,No,None
BEVERE,House,None,"€300,000",None,4,232m²squaremeters,Yes,Yes,No,No,No,232m²squaremeters,None,4,Yes,None
Lievegem,House,None,"€305,000",None,3,158m²squaremeters,Yes,Yes,No,No,Yes,158m²squaremeters,223m²squaremeters,3,No,None
|,House,None,"€315,000",None,2,117m²squaremeters,Yes,No,No,No,No,117m²squaremeters,281m²squaremeters,3,No,Good
Juprelle,House,None,"€316,000",None,4,None,No,Yes,No,No,No,None,None,None,No,None
Gent,House,None,"€319,000",None,3,125m²squaremeters,No,Yes,No,No,No,125m²squaremeters,120m²squaremeters,2,No,None
Sint-Niklaas,House,None,"€320,000",None,3,None,No,Yes,No,No,No,None,449m²squaremeters,3,No,Torenovate
Lens-Saint-Servais,House,None,"€322,000",None,4,144m²squaremeters,No,No,No,No,No,144m²squaremeters,1000m²squaremeters,4,No,None
Heist-op-den-Berg,House,None,"€329,000",None,3,159m²squaremeters,No,Yes,No,Yes,No,159m²squaremeters,897m²squaremeters,3,No,None
|,Villa,None,"€330,000",None,3,116m²squaremeters,Yes,Yes,No,Yes,No,116m²squaremeters,950m²squaremeters,None,No,Good
Maldegem,House,None,"€330,000",None,3,142m²squaremeters,No,No,No,No,No,142m²squaremeters,410m²squaremeters,None,No,None
Antwerp,Exceptional,None,"€343,000",None,3,139m²squaremeters,Yes,Yes,No,No,No,139m²squaremeters,None,2,No,Asnew
Gullegem,House,None,"€346,000",None,4,198m²squaremeters,No,Yes,No,No,Yes,198m²squaremeters,315m²squaremeters,3,No,Good
|,Villa,None,"€348,000",None,2,150m²squaremeters,Yes,No,No,No,No,150m²squaremeters,273m²squaremeters,4,No,Tobedoneup
|,House,None,"€349,000",None,2,105m²squaremeters,Yes,No,No,Yes,No,105m²squaremeters,268m²squaremeters,2,No,Torenovate
|,House,None,"€349,000",None,4,190m²squaremeters,Yes,Yes,No,No,No,190m²squaremeters,115m²squaremeters,2,No,Good
|,Villa,None,"€349,000",None,4,170m²squaremeters,Yes,Yes,No,No,No,170m²squaremeters,50m²squaremeters,None,No,Asnew
Malmedy,House,None,Reserve,None,8,380m²squaremeters,No,No,No,No,No,380m²squaremeters,3738m²squaremeters,4,No,None
Ranst,Mixed-use,None,"€355,000",None,None,None,Yes,Yes,No,Yes,No,None,None,3,No,None
Wenduine,House,None,"€359,000",None,3,145m²squaremeters,No,Yes,No,No,No,145m²squaremeters,None,2,No,Good
Nieuwpoort,House,None,"€359,000",None,3,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,310m²squaremeters,None,No,None
|,Bungalow,None,"€360,000",None,2,84m²squaremeters,Yes,No,No,No,No,84m²squaremeters,477m²squaremeters,4,No,Torenovate
Deinze,Bungalow,None,"€364,900",None,3,150m²squaremeters,No,No,No,No,No,150m²squaremeters,537m²squaremeters,None,No,Asnew
Hasselt,House,None,"€375,000",None,3,220m²squaremeters,Yes,No,No,No,No,220m²squaremeters,None,None,Yes,Asnew
Deerlijk,House,None,"€375,000",None,3,None,No,No,No,Yes,No,None,568m²squaremeters,None,No,Asnew
|,House,None,"€378,000",None,3,95m²squaremeters,Yes,No,No,No,No,95m²squaremeters,159m²squaremeters,2,No,Asnew
Izegem,House,None,"€389,000",None,3,None,No,Yes,No,No,No,None,235m²squaremeters,2,No,Good
Hulpe,Mixed-use,None,Reserve,None,2,150m²squaremeters,Yes,No,No,Yes,Yes,150m²squaremeters,160m²squaremeters,2,No,Good
|,Bungalow,None,"€395,000",None,2,100m²squaremeters,Yes,No,No,No,No,100m²squaremeters,585m²squaremeters,4,No,Good
